trx_id,trx_date,merchant_id,trx_status,total_items,total_revenue,total_revenue_after_discount
21208,2020-01-24,A03CT32,Successful,1,17000,17000
21296,2020-01-24,A01CT839,Successful,2,17000,17000
21325,2020-01-25,A02CT172,Successful,2,17000,17000
21433,2020-01-25,A02CT510,Successful,1,17000,17000
21441,2020-01-25,A01CT918,Successful,1,17000,17000
21519,2020-01-25,A02CT444,Successful,2,17000,17000
21527,2020-01-25,A02CT597,Successful,2,17000,17000
21558,2020-01-25,A03CT56,Successful,2,17000,17000
21712,2020-01-25,A03CT23,Successful,1,17000,17000
21749,2020-01-25,A03CT61,Successful,1,17000,17000
21814,2020-01-25,A03CT119,Successful,1,17000,17000
21841,2020-01-25,A03CT23,Failed,1,17000,17000
21879,2020-01-25,A03CT233,Successful,2,17000,17000
21896,2020-01-25,A02CT467,Failed,1,17000,17000
22098,2020-01-26,A03CT14,Failed,1,17000,17000
22152,2020-01-26,A02CT948,Successful,2,17000,17000
22262,2020-01-26,A01CT163,Failed,1,17000,17000
22264,2020-01-26,A01CT163,Successful,1,17000,17000
22322,2020-01-26,A03CT233,Failed,2,17000,17000
22410,2020-01-26,A03CT10,Failed,4,17000,17000
22469,2020-01-26,A03CT14,Failed,1,17000,17000
22541,2020-01-26,A01CT369,Successful,1,17000,17000
22544,2020-01-26,A02CT597,Successful,2,17000,17000
22566,2020-01-26,A02CT582,Successful,1,17000,17000
22686,2020-01-26,A03CT233,Successful,3,17000,17000
22693,2020-01-26,A02CT676,Successful,1,17000,17000
22823,2020-01-27,A01CT839,Failed,1,17000,17000
22888,2020-01-27,A02CT948,Successful,2,17000,17000
23040,2020-01-27,A02CT443,Successful,1,17000,17000
23071,2020-01-27,A03CT67,Successful,2,17000,17000
23127,2020-01-27,A03CT54,Successful,1,17000,17000
23198,2020-01-27,A02CT443,Successful,1,17000,17000
23221,2020-01-27,A02CT443,Successful,1,17000,17000
23282,2020-01-27,A01CT845,Failed,1,17000,17000
23479,2020-01-27,A03CT120,Successful,1,17000,17000
23514,2020-01-27,A03CT82,Failed,2,17000,17000
23516,2020-01-27,A03CT82,Failed,2,17000,17000
23531,2020-01-27,A01CT845,Failed,1,17000,17000
23536,2020-01-27,A01CT845,Failed,1,17000,17000
23554,2020-01-27,A01CT845,Failed,1,17000,17000
23567,2020-01-27,A01CT845,Failed,1,17000,17000
23626,2020-01-27,A01CT845,Failed,1,17000,17000
23761,2020-01-27,A02CT151,Failed,1,17000,17000
23859,2020-01-28,A02CT443,Successful,1,17000,17000
23917,2020-01-28,A03CT38,Successful,2,17000,17000
23945,2020-01-28,A02CT443,Successful,1,17000,17000
23948,2020-01-28,A02CT597,Successful,2,17000,17000
24092,2020-01-28,A02CT853,Successful,1,17000,17000
24179,2020-01-28,A01CT845,Successful,1,17000,17000
24268,2020-01-28,A01CT124,Successful,1,17000,17000
24434,2020-01-28,A02CT510,Successful,1,17000,17000
24552,2020-01-29,A02CT570,Successful,1,17000,17000
24574,2020-01-29,A03CT14,Failed,1,17000,17000
24593,2020-01-29,A02CT415,Successful,1,17000,17000
24808,2020-01-29,A01CT372,Successful,4,17000,17000
24877,2020-01-29,A01CT163,Successful,1,17000,17000
24990,2020-01-29,A02CT237,Successful,1,17000,17000
25057,2020-01-29,A03CT998,Failed,2,17000,17000
25084,2020-01-29,A02CT712,Successful,1,17000,17000
25173,2020-01-29,A03CT120,Failed,1,17000,17000
25202,2020-01-29,A01CT148,Successful,2,17000,17000
25315,2020-01-30,A01CT163,Successful,1,17000,17000
25443,2020-01-30,A02CT556,Successful,1,17000,17000
25452,2020-01-30,A03CT67,Successful,2,17000,17000
25456,2020-01-30,A03CT46,Successful,1,17000,17000
25470,2020-01-30,A02CT566,Successful,1,17000,17000
25511,2020-01-30,A02CT597,Successful,2,17000,17000
25537,2020-01-30,A02CT589,Successful,1,17000,17000
25576,2020-01-30,A03CT67,Successful,2,17000,17000
25737,2020-01-30,A01CT163,Successful,1,17000,17000
25749,2020-01-30,A01CT163,Failed,1,17000,17000
25752,2020-01-30,A02CT853,Successful,2,17000,17000
25775,2020-01-30,A02CT458,Successful,1,17000,17000
26115,2020-01-31,A03CT233,Successful,2,17000,17000
26146,2020-01-31,A02CT546,Successful,1,17000,17000
26198,2020-01-31,A02CT622,Successful,1,17000,17000
26212,2020-01-31,A02CT622,Successful,1,17000,17000
26342,2020-01-31,A01CT369,Successful,1,17000,17000
26414,2020-01-31,A02CT948,Successful,2,17000,17000
26418,2020-01-31,A03CT32,Successful,1,17000,17000
26484,2020-01-31,A02CT589,Successful,1,17000,17000
26536,2020-01-31,A03CT50,Failed,2,17000,17000
26539,2020-01-31,A03CT50,Successful,2,17000,17000
26910,2020-02-01,A02CT582,Successful,2,17000,17000
27038,2020-02-01,A01CT786,Failed,17,17000,17000
27050,2020-02-01,A01CT786,Failed,17,17000,17000
27057,2020-02-01,A01CT786,Successful,17,17000,17000
27115,2020-02-01,A02CT589,Successful,1,17000,17000
27134,2020-02-01,A02CT948,Successful,2,17000,17000
27145,2020-02-01,A02CT471,Successful,1,17000,17000
27352,2020-02-01,A02CT148,Successful,1,17000,17000
27368,2020-02-01,A03CT81,Successful,1,17000,17000
27433,2020-02-01,A03CT61,Successful,1,17000,17000
27626,2020-02-01,A01CT178,Successful,6,17000,17000
27647,2020-02-01,A01CT163,Successful,1,17000,17000
27986,2020-02-02,A02CT772,Failed,1,17000,17000
28409,2020-02-02,A03CT46,Successful,1,17000,17000
28464,2020-02-02,A02CT948,Successful,2,17000,17000
28485,2020-02-02,A02CT735,Successful,1,17000,17000
28731,2020-02-02,A03CT82,Failed,1,17000,17000
28910,2020-02-03,A01CT247,Successful,1,17000,17000
29203,2020-02-03,A03CT233,Successful,2,17000,17000
29205,2020-02-03,A02CT149,Failed,1,17000,17000
29279,2020-02-03,A02CT597,Successful,2,17000,17000
29293,2020-02-03,A02CT149,Failed,1,17000,17000
29613,2020-02-03,A03CT82,Failed,1,17000,17000
29694,2020-02-03,A01CT220,Successful,1,17000,17000
29803,2020-02-04,A02CT566,Successful,1,17000,17000
29837,2020-02-04,A02CT597,Successful,2,17000,17000
29999,2020-02-04,A03CT70,Successful,2,17000,17000
30033,2020-02-04,A03CT70,Successful,2,17000,17000
30111,2020-02-04,A01CT124,Successful,1,17000,17000
30164,2020-02-04,A03CT82,Successful,1,17000,17000
30185,2020-02-04,A01CT842,Successful,1,17000,17000
30253,2020-02-04,A02CT948,Failed,2,17000,17000
30257,2020-02-04,A02CT948,Successful,2,17000,17000
30278,2020-02-04,A02CT510,Successful,1,17000,17000
30383,2020-02-04,A03CT118,Failed,3,17000,17000
30393,2020-02-04,A03CT118,Failed,3,17000,17000
30520,2020-02-04,A03CT120,Failed,1,17000,17000
30524,2020-02-04,A03CT120,Failed,1,17000,17000
30537,2020-02-04,A03CT120,Failed,1,17000,17000
30542,2020-02-04,A03CT120,Successful,1,17000,17000
30775,2020-02-05,A02CT510,Successful,1,17000,17000
30941,2020-02-05,A02CT948,Successful,2,17000,17000
31025,2020-02-05,A03CT38,Failed,2,17000,17000
31027,2020-02-05,A03CT38,Failed,2,17000,17000
31093,2020-02-05,A03CT67,Successful,2,17000,17000
31116,2020-02-05,A01CT845,Failed,1,17000,17000
31142,2020-02-05,A03CT122,Successful,2,17000,17000
31417,2020-02-05,A03CT44,Successful,2,17000,17000
31422,2020-02-05,A02CT519,Successful,2,17000,17000
31484,2020-02-05,A03CT129,Successful,1,17000,17000
31521,2020-02-05,A02CT497,Successful,2,17000,17000
31599,2020-02-06,A01CT163,Failed,1,17000,17000
31602,2020-02-06,A02CT574,Successful,1,17000,17000
31614,2020-02-06,A03CT82,Successful,1,17000,17000
31618,2020-02-06,A02CT597,Successful,1,17000,11000
31743,2020-02-06,A01CT123,Failed,4,17000,17000
31853,2020-02-06,A03CT233,Successful,2,17000,17000
32146,2020-02-06,A02CT151,Successful,1,17000,17000
32426,2020-02-07,A03CT40,Successful,1,17000,17000
32437,2020-02-07,A03CT75,Successful,2,17000,17000
32664,2020-02-07,A03CT70,Successful,2,17000,17000
32670,2020-02-07,A03CT233,Successful,2,17000,17000
32707,2020-02-07,A02CT443,Successful,1,17000,17000
32819,2020-02-07,A03CT120,Successful,1,17000,17000
32855,2020-02-07,A02CT510,Successful,1,17000,17000
32987,2020-02-07,A02CT172,Successful,2,17000,17000
33126,2020-02-08,A01CT163,Successful,1,17000,17000
33132,2020-02-08,A01CT207,Successful,1,17000,17000
33136,2020-02-08,A03CT82,Successful,1,17000,17000
33273,2020-02-08,A01CT163,Failed,1,17000,17000
33278,2020-02-08,A01CT163,Successful,1,17000,17000
33297,2020-02-08,A02CT443,Successful,1,17000,17000
33544,2020-02-08,A02CT574,Successful,1,17000,17000
33594,2020-02-08,A01CT369,Failed,1,17000,17000
33792,2020-02-08,A02CT510,Failed,1,17000,17000
33864,2020-02-09,A02CT534,Successful,1,17000,17000
33907,2020-02-09,A03CT50,Failed,2,17000,17000
34009,2020-02-09,A01CT845,Failed,1,17000,17000
34011,2020-02-09,A01CT845,Failed,1,17000,17000
34236,2020-02-09,A01CT163,Successful,1,17000,17000
34240,2020-02-09,A01CT114,Successful,1,17000,17000
34623,2020-02-10,A01CT277,Successful,2,17000,17000
34906,2020-02-10,A03CT75,Successful,2,17000,17000
34910,2020-02-10,A03CT68,Successful,2,17000,17000
34947,2020-02-10,A01CT163,Successful,1,17000,17000
34996,2020-02-10,A03CT82,Failed,1,17000,17000
35003,2020-02-10,A03CT82,Successful,1,17000,17000
35042,2020-02-10,A01CT269,Failed,1,17000,17000
35233,2020-02-10,A03CT13,Successful,1,17000,17000
35432,2020-02-10,A01CT839,Failed,1,17000,17000
35436,2020-02-11,A02CT174,Failed,2,17000,17000
35578,2020-02-11,A02CT597,Successful,2,17000,17000
35608,2020-02-11,A02CT546,Successful,1,17000,17000
35804,2020-02-11,A02CT883,Successful,1,17000,17000
35857,2020-02-11,A02CT458,Successful,1,17000,17000
35944,2020-02-11,A03CT71,Successful,1,17000,17000
36127,2020-02-11,A02CT772,Failed,1,17000,17000
36246,2020-02-12,A03CT75,Failed,2,17000,17000
36263,2020-02-12,A03CT75,Failed,2,17000,17000
36279,2020-02-12,A01CT163,Successful,1,17000,17000
36321,2020-02-12,A02CT546,Successful,1,17000,17000
36337,2020-02-12,A02CT549,Successful,1,17000,17000
36370,2020-02-12,A03CT71,Successful,1,17000,17000
36380,2020-02-12,A02CT443,Successful,1,17000,17000
36421,2020-02-12,A01CT372,Successful,4,17000,17000
36535,2020-02-12,A02CT726,Failed,1,17000,17000
36556,2020-02-12,A03CT233,Successful,2,17000,17000
36677,2020-02-12,A01CT163,Failed,1,17000,17000
36811,2020-02-12,A02CT172,Successful,1,17000,17000
36860,2020-02-12,A02CT464,Failed,1,17000,17000
36861,2020-02-12,A02CT464,Failed,1,17000,17000
36862,2020-02-12,A02CT464,Failed,1,17000,17000
37189,2020-02-13,A02CT597,Successful,1,17000,17000
37224,2020-02-13,A02CT443,Successful,1,17000,17000
37260,2020-02-13,A01CT842,Successful,2,17000,17000
37283,2020-02-13,A01CT163,Successful,1,17000,17000
37285,2020-02-13,A02CT510,Successful,1,17000,17000
37366,2020-02-13,A02CT574,Successful,1,17000,17000
37457,2020-02-13,A03CT233,Successful,2,17000,17000
37620,2020-02-14,A03CT79,Failed,2,17000,17000
37770,2020-02-14,A02CT546,Successful,1,17000,17000
37793,2020-02-14,A03CT82,Successful,1,17000,17000
37797,2020-02-14,A01CT750,Successful,1,17000,17000
37799,2020-02-14,A03CT82,Successful,1,17000,17000
37801,2020-02-14,A01CT163,Successful,1,17000,17000
37807,2020-02-14,A02CT574,Successful,1,17000,17000
37868,2020-02-14,A02CT589,Successful,1,17000,17000
38082,2020-02-14,A01CT163,Successful,1,17000,17000
38104,2020-02-14,A03CT119,Successful,1,17000,17000
38161,2020-02-14,A03CT233,Successful,2,17000,17000
38513,2020-02-15,A02CT546,Successful,1,17000,17000
38539,2020-02-15,A02CT546,Successful,1,17000,17000
38764,2020-02-15,A02CT597,Successful,1,17000,17000
38810,2020-02-15,A02CT510,Successful,1,17000,17000
38832,2020-02-15,A03CT82,Failed,1,17000,17000
38835,2020-02-15,A03CT82,Failed,1,17000,17000
39056,2020-02-16,A01CT750,Successful,1,17000,17000
39065,2020-02-16,A03CT113,Successful,2,17000,17000
39072,2020-02-16,A01CT900,Failed,1,17000,17000
39077,2020-02-16,A02CT415,Successful,2,17000,17000
39081,2020-02-16,A01CT750,Successful,1,17000,17000
39101,2020-02-16,A02CT948,Successful,2,17000,17000
39550,2020-02-16,A02CT719,Successful,1,17000,17000
39588,2020-02-16,A03CT120,Successful,1,17000,17000
39884,2020-02-17,A03CT13,Failed,1,17000,17000
39894,2020-02-17,A02CT510,Successful,1,17000,17000
39928,2020-02-17,A02CT415,Successful,1,17000,17000
40019,2020-02-17,A02CT482,Successful,3,17000,17000
40044,2020-02-17,A02CT565,Successful,1,17000,17000
40212,2020-02-17,A01CT163,Failed,1,17000,17000
40218,2020-02-17,A01CT163,Failed,1,17000,17000
40223,2020-02-17,A01CT163,Failed,1,17000,17000
40237,2020-02-17,A01CT163,Failed,1,17000,17000
40250,2020-02-17,A01CT163,Successful,1,17000,17000
40464,2020-02-17,A02CT510,Successful,1,17000,17000
40599,2020-02-17,A03CT85,Failed,1,17000,17000
40804,2020-02-18,A03CT233,Successful,2,17000,17000
40833,2020-02-18,A02CT546,Successful,1,17000,17000
40953,2020-02-18,A03CT116,Successful,1,17000,17000
41010,2020-02-18,A01CT163,Successful,1,17000,17000
41023,2020-02-18,A03CT55,Successful,1,17000,17000
41162,2020-02-18,A01CT269,Successful,1,17000,17000
41229,2020-02-18,A03CT66,Successful,2,17000,17000
41307,2020-02-18,A02CT574,Failed,1,17000,17000
41309,2020-02-18,A02CT574,Successful,1,17000,17000
41462,2020-02-19,A01CT121,Successful,1,17000,17000
41473,2020-02-19,A02CT458,Successful,1,17000,17000
41818,2020-02-19,A02CT467,Successful,1,17000,17000
41856,2020-02-19,A02CT149,Successful,1,17000,17000
41923,2020-02-19,A01CT163,Successful,1,17000,17000
41993,2020-02-19,A02CT637,Successful,1,17000,17000
41999,2020-02-19,A02CT555,Successful,2,17000,17000
42001,2020-02-19,A01CT788,Successful,2,17000,17000
42145,2020-02-20,A02CT948,Successful,2,17000,17000
42216,2020-02-20,A02CT467,Successful,1,17000,17000
42257,2020-02-20,A03CT129,Successful,2,17000,17000
42320,2020-02-20,A01CT263,Successful,5,17000,17000
42356,2020-02-20,A02CT948,Successful,2,17000,17000
42476,2020-02-20,A01CT163,Successful,1,17000,17000
42502,2020-02-20,A01CT163,Successful,1,17000,17000
42504,2020-02-20,A02CT597,Successful,1,17000,17000
42541,2020-02-20,A01CT124,Failed,2,17000,17000
42557,2020-02-20,A02CT510,Successful,1,17000,17000
42568,2020-02-20,A03CT81,Successful,1,17000,17000
42620,2020-02-20,A03CT56,Successful,3,17000,17000
42896,2020-02-21,A02CT589,Successful,1,17000,17000
42899,2020-02-21,A02CT510,Successful,1,17000,17000
42938,2020-02-21,A02CT458,Failed,1,17000,17000
43009,2020-02-21,A03CT233,Successful,2,17000,17000
43077,2020-02-21,A02CT556,Successful,1,17000,17000
43125,2020-02-21,A03CT233,Successful,2,17000,17000
43149,2020-02-21,A03CT61,Successful,1,17000,17000
43217,2020-02-21,A01CT163,Successful,1,17000,17000
43281,2020-02-21,A02CT566,Failed,1,17000,17000
43365,2020-02-21,A02CT510,Successful,4,17000,17000
43525,2020-02-22,A02CT747,Successful,1,17000,17000
43542,2020-02-22,A02CT415,Successful,3,17000,17000
43548,2020-02-22,A01CT953,Failed,24,17000,17000
43570,2020-02-22,A01CT159,Successful,1,17000,17000
43627,2020-02-22,A02CT566,Successful,1,17000,17000
43779,2020-02-22,A01CT750,Successful,1,17000,17000
43782,2020-02-22,A01CT750,Failed,1,17000,17000
43862,2020-02-22,A03CT233,Failed,2,17000,17000
43918,2020-02-22,A02CT597,Successful,2,17000,17000
44028,2020-02-22,A03CT225,Failed,1,17000,17000
44030,2020-02-22,A03CT225,Successful,1,17000,17000
44050,2020-02-22,A02CT556,Successful,1,17000,17000
44273,2020-02-23,A02CT597,Failed,1,17000,17000
44301,2020-02-23,A01CT159,Successful,2,17000,17000
44311,2020-02-23,A01CT163,Successful,1,17000,17000
44359,2020-02-23,A02CT546,Successful,1,17000,17000
44576,2020-02-23,A03CT279,Successful,1,17000,17000
44669,2020-02-23,A03CT28,Successful,1,17000,17000
45061,2020-02-24,A03CT82,Successful,1,17000,17000
45228,2020-02-24,A03CT40,Successful,1,17000,17000
45238,2020-02-24,A03CT95,Successful,1,17000,17000
45259,2020-02-24,A02CT582,Successful,2,17000,17000
45263,2020-02-24,A01CT163,Successful,1,17000,17000
45382,2020-02-24,A02CT496,Successful,1,17000,17000
45383,2020-02-24,A01CT163,Successful,1,17000,17000
45390,2020-02-24,A01CT163,Successful,1,17000,17000
45447,2020-02-24,A03CT10,Failed,2,17000,17000
45449,2020-02-24,A03CT10,Successful,2,17000,17000
45450,2020-02-24,A03CT120,Successful,1,17000,17000
45690,2020-02-25,A01CT372,Successful,4,17000,17000
45692,2020-02-25,A02CT597,Successful,2,17000,17000
45728,2020-02-25,A02CT574,Successful,1,17000,17000
45849,2020-02-25,A02CT546,Successful,1,17000,17000
45860,2020-02-25,A02CT566,Successful,1,17000,17000
45918,2020-02-25,A02CT458,Successful,1,17000,17000
45927,2020-02-25,A03CT279,Successful,2,17000,17000
46050,2020-02-25,A01CT206,Successful,2,17000,17000
46097,2020-02-25,A03CT120,Successful,1,17000,17000
46111,2020-02-25,A03CT129,Successful,1,17000,17000
46531,2020-02-26,A01CT750,Successful,1,17000,17000
46690,2020-02-26,A03CT233,Successful,2,17000,17000
46809,2020-02-26,A01CT369,Successful,1,17000,17000
46812,2020-02-26,A02CT589,Successful,1,17000,17000
46816,2020-02-26,A01CT269,Successful,1,17000,17000
46963,2020-02-26,A02CT948,Successful,2,17000,17000
47011,2020-02-26,A03CT79,Successful,2,17000,17000
47054,2020-02-26,A02CT530,Successful,1,17000,17000
47256,2020-02-27,A01CT374,Successful,1,17000,17000
47261,2020-02-27,A02CT574,Successful,1,17000,17000
47300,2020-02-27,A01CT186,Successful,1,17000,17000
47360,2020-02-27,A02CT574,Successful,1,17000,17000
47368,2020-02-27,A01CT750,Successful,1,17000,17000
47370,2020-02-27,A01CT750,Successful,1,17000,17000
47458,2020-02-27,A02CT582,Successful,2,17000,17000
47470,2020-02-27,A02CT138,Successful,1,17000,17000
47482,2020-02-27,A01CT163,Successful,1,17000,9000
47532,2020-02-27,A03CT82,Successful,1,17000,17000
47535,2020-02-27,A02CT747,Successful,1,17000,17000
47587,2020-02-27,A01CT194,Successful,1,17000,17000
47606,2020-02-27,A01CT163,Successful,1,17000,17000
47770,2020-02-27,A03CT120,Failed,1,17000,17000
47868,2020-02-28,A02CT510,Successful,1,17000,17000
47966,2020-02-28,A02CT948,Successful,2,17000,17000
47977,2020-02-28,A03CT70,Successful,2,17000,17000
47984,2020-02-28,A01CT163,Successful,1,17000,17000
48006,2020-02-28,A03CT233,Successful,2,17000,17000
48028,2020-02-28,A01CT197,Successful,1,17000,17000
48033,2020-02-28,A01CT750,Successful,1,17000,17000
48035,2020-02-28,A02CT458,Successful,1,17000,17000
48242,2020-02-28,A01CT369,Successful,1,17000,17000
48262,2020-02-28,A02CT948,Successful,2,17000,17000
48276,2020-02-28,A02CT546,Successful,1,17000,17000
17579,2020-01-19,A01CT988,Successful,3,17200,17200
19534,2020-01-22,A01CT841,Failed,2,17272,17272
22991,2020-01-27,A01CT383,Failed,2,17272,17272
30865,2020-02-05,A02CT555,Failed,2,17272,17272
32219,2020-02-06,A01CT383,Failed,2,17272,17272
32224,2020-02-06,A01CT383,Failed,2,17272,17272
33084,2020-02-08,A02CT751,Successful,2,17272,17272
34542,2020-02-09,A01CT841,Failed,2,17272,17272
39893,2020-02-17,A01CT841,Failed,2,17272,17272
39900,2020-02-17,A01CT841,Failed,2,17272,17272
11593,2020-01-12,A01CT841,Failed,1,17273,17273
11596,2020-01-12,A01CT841,Failed,1,17273,17273
11607,2020-01-12,A01CT841,Failed,1,17273,17273
12681,2020-01-13,A01CT383,Failed,1,17273,17273
34143,2020-02-09,A02CT555,Failed,1,17273,17273
769,2020-01-01,A03CT70,Successful,2,17500,17500
4058,2020-01-04,A01CT387,Successful,1,17500,17500
5442,2020-01-05,A01CT387,Successful,1,17500,17500
6298,2020-01-06,A03CT70,Successful,2,17500,17500
6584,2020-01-06,A01CT387,Failed,1,17500,17500
6589,2020-01-06,A01CT387,Failed,1,17500,17500
6794,2020-01-07,A01CT387,Failed,1,17500,17500
7081,2020-01-07,A01CT387,Successful,1,17500,17500
7168,2020-01-07,A01CT387,Successful,1,17500,17500
8221,2020-01-08,A03CT70,Successful,2,17500,17500
8237,2020-01-08,A01CT387,Successful,1,17500,17500
8574,2020-01-08,A01CT387,Successful,1,17500,17500
8850,2020-01-09,A03CT32,Successful,1,17500,17500
8963,2020-01-09,A01CT387,Successful,1,17500,17500
11110,2020-01-12,A03CT32,Successful,2,17500,17500
11404,2020-01-12,A03CT32,Successful,1,17500,17500
13474,2020-01-14,A03CT32,Successful,1,17500,17500
13513,2020-01-14,A03CT70,Successful,2,17500,17500
15193,2020-01-16,A03CT70,Successful,2,17500,17500
15216,2020-01-16,A03CT70,Successful,2,17500,17500
15654,2020-01-17,A03CT15,Successful,3,17500,17500
16282,2020-01-18,A01CT294,Successful,20,17500,17500
16385,2020-01-18,A03CT70,Successful,2,17500,17500
16435,2020-01-18,A03CT32,Successful,1,17500,17500
18214,2020-01-20,A01CT387,Successful,1,17500,17500
18215,2020-01-20,A03CT130,Successful,8,17500,17500
18560,2020-01-21,A03CT70,Successful,2,17500,17500
18618,2020-01-21,A03CT70,Successful,2,17500,17500
18797,2020-01-21,A03CT15,Successful,2,17500,17500
19658,2020-01-22,A03CT70,Successful,2,17500,17500
20567,2020-01-23,A03CT70,Successful,2,17500,17500
20799,2020-01-24,A03CT70,Successful,2,17500,17500
21098,2020-01-24,A03CT32,Successful,1,17500,17500
21412,2020-01-25,A03CT70,Successful,2,17500,17500
21457,2020-01-25,A03CT32,Successful,1,17500,17500
21919,2020-01-25,A03CT32,Successful,1,17500,17500
22267,2020-01-26,A03CT130,Failed,7,17500,17500
22404,2020-01-26,A01CT387,Successful,1,17500,17500
22621,2020-01-26,A01CT387,Successful,1,17500,17500
23112,2020-01-27,A03CT32,Successful,1,17500,17500
23559,2020-01-27,A03CT70,Successful,2,17500,17500
24440,2020-01-28,A03CT70,Successful,2,17500,17500
24827,2020-01-29,A01CT387,Successful,1,17500,17500
24915,2020-01-29,A01CT387,Successful,2,17500,17500
25006,2020-01-29,A01CT148,Successful,1,17500,17500
25040,2020-01-29,A01CT387,Successful,1,17500,17500
25642,2020-01-30,A03CT70,Successful,2,17500,17500
25781,2020-01-30,A03CT32,Successful,1,17500,17500
25844,2020-01-30,A01CT148,Successful,1,17500,17500
26020,2020-01-31,A03CT76,Successful,1,17500,17500
26360,2020-01-31,A01CT387,Successful,1,17500,17500
26692,2020-01-31,A03CT32,Failed,2,17500,17500
27608,2020-02-01,A03CT70,Successful,2,17500,17500
28220,2020-02-02,A03CT73,Successful,1,17500,17500
28283,2020-02-02,A03CT32,Successful,1,17500,17500
28284,2020-02-02,A01CT372,Successful,4,17500,17500
28475,2020-02-02,A01CT236,Successful,6,17500,17500
28763,2020-02-02,A03CT70,Successful,2,17500,17500
28887,2020-02-03,A01CT111,Failed,1,17500,17500
28890,2020-02-03,A01CT111,Failed,1,17500,17500
28905,2020-02-03,A01CT111,Failed,1,17500,17500
28906,2020-02-03,A01CT111,Failed,1,17500,17500
29003,2020-02-03,A03CT73,Successful,1,17500,17500
29057,2020-02-03,A01CT378,Successful,1,17500,17500
29467,2020-02-03,A01CT387,Successful,1,17500,17500
29951,2020-02-04,A01CT129,Successful,1,17500,17500
31147,2020-02-05,A03CT32,Successful,1,17500,17500
31386,2020-02-05,A01CT148,Successful,1,17500,17500
31533,2020-02-05,A01CT148,Failed,1,17500,17500
31813,2020-02-06,A01CT387,Successful,1,17500,17500
32073,2020-02-06,A03CT15,Failed,2,17500,17500
32126,2020-02-06,A01CT387,Successful,1,17500,17500
32569,2020-02-07,A03CT70,Successful,2,17500,17500
32595,2020-02-07,A01CT387,Successful,1,17500,17500
32674,2020-02-07,A01CT387,Successful,1,17500,17500
33616,2020-02-08,A03CT70,Successful,2,17500,17500
34019,2020-02-09,A03CT15,Successful,3,17500,17500
34534,2020-02-09,A01CT387,Successful,1,17500,17500
35035,2020-02-10,A03CT70,Successful,2,17500,17500
35707,2020-02-11,A03CT61,Successful,1,17500,17500
35786,2020-02-11,A01CT123,Successful,6,17500,17500
36400,2020-02-12,A01CT372,Successful,2,17500,17500
36416,2020-02-12,A01CT387,Successful,1,17500,17500
36525,2020-02-12,A01CT387,Successful,1,17500,17500
36741,2020-02-12,A01CT387,Successful,1,17500,17500
37090,2020-02-13,A01CT387,Successful,1,17500,17500
37518,2020-02-13,A03CT46,Successful,1,17500,17500
37758,2020-02-14,A03CT32,Successful,1,17500,17500
37945,2020-02-14,A01CT123,Successful,7,17500,17500
38783,2020-02-15,A01CT387,Successful,1,17500,17500
39138,2020-02-16,A03CT15,Successful,3,17500,17500
39167,2020-02-16,A03CT32,Successful,1,17500,17500
39500,2020-02-16,A01CT387,Successful,1,17500,17500
39520,2020-02-16,A01CT387,Successful,1,17500,17500
40056,2020-02-17,A03CT70,Successful,2,17500,17500
40071,2020-02-17,A01CT387,Successful,1,17500,17500
40437,2020-02-17,A01CT129,Successful,1,17500,17500
40781,2020-02-18,A03CT15,Successful,3,17500,17500
41284,2020-02-18,A01CT387,Successful,1,17500,17500
41888,2020-02-19,A03CT70,Successful,2,17500,17500
42176,2020-02-20,A03CT32,Successful,1,17500,17500
42185,2020-02-20,A01CT387,Successful,1,17500,17500
42797,2020-02-21,A01CT372,Successful,2,17500,17500
43630,2020-02-22,A01CT387,Successful,1,17500,17500
44104,2020-02-22,A01CT148,Failed,1,17500,17500
44417,2020-02-23,A01CT387,Successful,1,17500,17500
45527,2020-02-24,A03CT32,Successful,1,17500,17500
45530,2020-02-24,A01CT387,Successful,1,17500,17500
45952,2020-02-25,A01CT129,Successful,1,17500,17500
46018,2020-02-25,A03CT70,Successful,2,17500,17500
46279,2020-02-25,A01CT123,Successful,7,17500,17500
46628,2020-02-26,A01CT387,Successful,1,17500,17500
46835,2020-02-26,A03CT15,Successful,2,17500,17500
46933,2020-02-26,A01CT129,Successful,1,17500,17500
47227,2020-02-27,A03CT70,Successful,2,17500,17500
19191,2020-01-21,A01CT148,Failed,3,17502,17502
8245,2020-01-08,A02CT717,Successful,1,17600,17600
18071,2020-01-20,A02CT717,Successful,1,17600,17600
21845,2020-01-25,A01CT15,Successful,2,17600,17600
28481,2020-02-02,A02CT717,Successful,1,17600,17600
41802,2020-02-19,A02CT717,Successful,1,17600,17600
45490,2020-02-24,A01CT383,Failed,1,17727,17727
4,2020-01-01,A02CT530,Failed,1,18000,18000
9,2020-01-01,A01CT830,Failed,2,18000,18000
33,2020-01-01,A01CT830,Failed,2,18000,18000
60,2020-01-01,A03CT79,Failed,2,18000,18000
273,2020-01-01,A03CT1000,Failed,2,18000,18000
279,2020-01-01,A03CT1000,Failed,2,18000,18000
306,2020-01-01,A03CT1000,Failed,2,18000,12000
316,2020-01-01,A03CT1000,Failed,2,18000,12000
385,2020-01-01,A03CT84,Failed,2,18000,18000
422,2020-01-01,A03CT95,Failed,4,18000,18000
428,2020-01-01,A01CT123,Failed,1,18000,18000
